ano_de_exercicio;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;ano_empenho;numero_empenho;data_registro_doc_empenho;numero_processo_compra_siad;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_credor;cnpj_cpf_credor_formatado;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3326;2024-09-26;2311076 000306/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CIRURGICA NORTE BRASIL PRODUTOS MEDICOS HOSPITALARES LTDA - ME;18.929.297/0001-30;29620,12;29620,12;29620,12
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3327;2024-09-26;2311076 000228/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PRO CIRURGICA MATERIAIS HOSPITALARES LTDA;29.650.220/0001-42;8935,08;8935,08;8935,08
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3328;2024-09-26;2311076 000306/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MED CENTER COMERCIAL LTDA;00.874.929/0001-40;29000,0;29000,0;28652,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3330;2024-09-26;2311076 000332/2023;30;MATERIAL DE CONSUMO;17;ARTIGOS PARA LIMPEZA E HIGIENE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;NATALIA DISTRIBUIDORA LTDA-ME;04.930.131/0001-29;3696,0;3696,0;3651,65
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3331;2024-09-26;2311076 000269/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;70;CONVENIOS COM OS MUNICIPIOS;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;4770,0;4770,0;4712,76
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3353;2024-09-27;2311076 000306/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ALRANTECH IMPORTACOES E COMERCIO LTDA;39.486.087/0001-94;18073,35;18073,35;17856,47
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3354;2024-09-27;2311076 000472/2023;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;22;REPAROS DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CONCRETEASY ENGENHARIA LTDA;27.022.552/0001-57;139827,35;139827,35;133884,69
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3383;2024-10-01;2311076 000493/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;T.D. & V. COMERCIO DE PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA;10.696.932/0001-74;7700,0;7700,0;7607,6
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3387;2024-10-02;2311076 000495/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CREMER S.A.;82.641.325/0021-61;7200,0;7200,0;7113,6
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3388;2024-10-04;2311076 000108/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LABORATORIOS B BRAUN SA;31.673.254/0010-95;23400,0;23400,0;23119,2
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3403;2024-10-07;2311076 000173/2024;30;MATERIAL DE CONSUMO;17;ARTIGOS PARA LIMPEZA E HIGIENE;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;REIS COMERCIO ATACADISTA E VAREJISTA DE DIVERSOS ARTIGOS E SUPRIMENTOS;29.332.265/0001-79;4420,0;4420,0;4420,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3404;2024-10-07;2311076 000269/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MCW PRODUTOS MEDICOS E HOSPITALARES LTDA;94.389.400/0001-84;11363,0;11363,0;11226,64
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3405;2024-10-07;2311076 000393/2023;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LIMP NORTE ATACADO E VAREJO DE PRODUTOS DE LIMPEZA LTDA;18.475.568/0001-24;493,3;493,3;493,3
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3406;2024-10-07;2311076 000393/2023;30;MATERIAL DE CONSUMO;30;MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LIMP NORTE ATACADO E VAREJO DE PRODUTOS DE LIMPEZA LTDA;18.475.568/0001-24;4067,5;4067,5;4067,5
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3407;2024-10-07;2311076 000393/2023;30;MATERIAL DE CONSUMO;3;UTENSILIOS PARA COPA, REFEITORIO E COZINHA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LIMP NORTE ATACADO E VAREJO DE PRODUTOS DE LIMPEZA LTDA;18.475.568/0001-24;6237,5;6237,5;6237,5
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3432;2024-10-08;2311021 000087/2024;30;MATERIAL DE CONSUMO;3;UTENSILIOS PARA COPA, REFEITORIO E COZINHA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FAST CLEAN DISTRIBUIDORA LTDA;43.782.859/0001-02;11370,0;11370,0;11233,56
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3434;2024-10-08;2311076 000497/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;20.235.404/0001-71;170936,0;99625,96;98430,46
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3435;2024-10-08;2311076 000498/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MAQNETE COMERCIO E SERVICOS LTDA -ME;18.152.404/0001-66;722,0;722,0;713,34
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3437;2024-10-08;2311076 000106/2024;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BIOSAVE - DIAGNOSTICA LTDA -EPP;10.919.350/0001-00;6440,0;6440,0;6362,72
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3439;2024-10-08;2311076 000236/2024;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;DINAMICA DISTRIBUICAO LTDA;46.797.348/0001-52;5905,0;5905,0;5905,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3442;2024-10-08;2311076 000107/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;V. Z. MERCEARIA PANORAMA II LTDA -ME;13.743.953/0001-91;16803,54;16803,54;16803,54
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3443;2024-10-09;2311076 000107/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;EMPORIO NORTE DE MINAS LTDA;01.422.300/0001-21;6926,4;6926,4;6843,29
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3444;2024-10-09;2311076 000499/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ALFALAGOS LTDA;05.194.502/0001-14;20021,5;20021,5;19781,24
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3445;2024-10-09;2311076 000251/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;V. Z. MERCEARIA PANORAMA II LTDA -ME;13.743.953/0001-91;10765,93;3779,15;3779,15
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3446;2024-10-09;2311076 000251/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;AMAZONIA INDUSTRIA E COMERCIO LTDA;66.476.052/0001-47;4249,8;4249,8;4198,81
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3447;2024-10-09;2311076 000500/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BIOMM S/A;04.752.991/0001-10;20840,0;20840,0;20589,92
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3449;2024-10-09;2311076 000502/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BIOHOSP PRODUTOS HOSPITALARES SA;18.269.125/0001-87;3991,54;1425,0;1407,9
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3450;2024-10-09;2311076 000501/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BLAU FARMACEUTICA S.A.;58.430.828/0001-60;2680,0;2680,0;2647,84
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3451;2024-10-09;2311076 000503/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ACACIA COMERCIO DE MEDICAMENTOS LTDA;03.945.035/0001-91;1110,0;1110,0;1096,67
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3452;2024-10-09;2311076 000506/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;12.418.191/0001-95;150,0;150,0;148,2
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3453;2024-10-09;2311076 000504/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67.729.178/0002-20;3105,99;3105,99;3068,72
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3454;2024-10-09;2311076 000507/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PRATI, DONADUZZI & CIA LTDA;73.856.593/0010-57;1477,84;257,84;254,74
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3457;2024-10-09;2311076 000282/2023;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;174,04;174,04;171,95
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3458;2024-10-09;2311076 000511/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA;23.864.942/0001-13;1532,2;652,2;644,37
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3459;2024-10-09;2311076 000510/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA;26.401.571/0001-21;435,0;435,0;429,78
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3461;2024-10-09;2311076 000516/2024;30;MATERIAL DE CONSUMO;30;MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;OPUSPAC INDUSTRIA E COMERCIO DE MAQUINAS LTDA;10.780.790/0001-29;5053,56;5053,56;4992,92
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3466;2024-10-09;2311021 000028/2024;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;31;LOCACAO DE SERVICOS GRAFICOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;RB FLEXO LTDA;50.447.623/0001-85;52028,59;52028,59;49531,22
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3479;2024-10-09;2311076 000244/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;70;CONVENIOS COM OS MUNICIPIOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;5040,61;5040,61;4980,11
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3480;2024-10-09;2311076 000251/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;AGROPECUARIA FAZENDA DO BENTO INDUSTRIA E COMERCIO LTDA;38.749.487/0001-82;7192,0;7192,0;7105,7
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3481;2024-10-09;2311076 000269/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67.729.178/0002-20;4153,44;4153,44;4103,6
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3483;2024-10-09;2311076 000484/2023;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FRESENIUS KABI BRASIL LTDA.;49.324.221/0016-90;9200,0;9200,0;9089,6
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3486;2024-10-10;2311076 000517/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;GLOBAL HOSPITALAR IMPORTACAO E COMERCIO S/A;12.047.164/0001-53;20669,0;20669,0;20420,97
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3487;2024-10-10;2311076 000518/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA;36.325.157/0001-34;44996,2;8465,2;8363,62
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3488;2024-10-10;2311076 000520/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;BH FARMA COMERCIO LTDA;42.799.163/0001-26;39889,5;33489,5;33087,63
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3489;2024-10-10;2311076 000521/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;60.665.981/0009-75;29922,25;29922,25;29563,18
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3490;2024-10-10;2311076 000522/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;27375,7;23336,0;23055,97
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3491;2024-10-10;2311076 000519/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;GRIFOLS BRASIL LTDA;02.513.899/0004-14;24200,0;24200,0;23909,6
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3492;2024-10-10;2311076 000524/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LEALFARMA PRODUTOS HOSPITALARES LTDA;35.484.884/0001-81;66210,66;66210,66;65416,13
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3493;2024-10-10;2311076 000523/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MED CENTER COMERCIAL LTDA;00.874.929/0001-40;5471,0;5471,0;5405,35
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3494;2024-10-10;2311076 000525/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;LABORATORIOS B BRAUN SA;31.673.254/0010-95;8600,0;8600,0;8496,8
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3495;2024-10-10;2311076 000526/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;INOVAMED HOSPITALAR LTDA;12.889.035/0001-02;8089,96;8089,96;7992,89
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3496;2024-10-10;2311076 000244/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;3625,43;3625,43;3581,92
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3498;2024-10-10;2311076 000396/2023;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;FRIGO GUEDES COMERCIO DE CARNES LTDA;41.751.181/0001-75;52125,0;52125,0;51499,5
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3500;2024-10-10;2311076 000244/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;4595,7;4595,7;4540,55
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3501;2024-10-10;2311076 000244/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;6040,43;6040,43;5967,93
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3502;2024-10-10;2311076 000251/2024;30;MATERIAL DE CONSUMO;8;PRODUTOS ALIMENTICIOS;60;RECURSOS DIRETAMENTE ARRECADADOS;EMPREENDIMENTO COMERCIAL SAARA LTDA - EPP;00.944.944/0001-17;9888,26;9888,26;9769,61
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3512;2024-10-10;2311076 000236/2024;30;MATERIAL DE CONSUMO;13;MATERIAIS DE LABORATORIO E PRODUTOS QUIMICOS EM GERAL;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CPM - INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA SAUDE LTDA;26.159.355/0001-11;3300,0;3300,0;3300,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3534;2024-10-14;2311076 000306/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ALRANTECH IMPORTACOES E COMERCIO LTDA;39.486.087/0001-94;1507,74;1507,74;1489,65
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3535;2024-10-14;2311076 000529/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ALFALAGOS LTDA;05.194.502/0001-14;509,64;509,64;503,52
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3536;2024-10-14;2311076 000530/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;2136,0;2136,0;2110,37
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3537;2024-10-14;2311076 000513/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;30611,7;30611,7;30244,36
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3538;2024-10-14;2311076 000527/2024;30;MATERIAL DE CONSUMO;30;MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;INLABEL SOLUCOES EM ROTULOS ADESIVOS LTDA;20.772.716/0001-14;16765,0;3800,0;3800,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3539;2024-10-14;2311076 000515/2024;30;MATERIAL DE CONSUMO;16;MATERIAL DE INFORMATICA;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;INLABEL SOLUCOES EM ROTULOS ADESIVOS LTDA;20.772.716/0001-14;2380,0;2380,0;2380,0
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3543;2024-10-14;2311076 000533/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SAMEH SOLUCOES HOSPITALARES LTDA;25.031.668/0001-27;23439,3;23439,3;23158,03
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3550;2024-10-15;2311076 000534/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FAMAP NUTRICAO PARENTERAL LTDA;00.583.890/0001-01;66000,0;41204,94;20195,41
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3551;2024-10-15;2311076 000535/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FAMAP NUTRICAO PARENTERAL LTDA;00.583.890/0001-01;21449,93;21449,93;21192,53
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3552;2024-10-15;2311076 000244/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MEDIODONTOMINAS IMPORTACAO E COMERCIO LTDA;41.826.744/0001-47;4286,42;4286,42;4234,98
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3553;2024-10-15;2311076 000536/2024;30;MATERIAL DE CONSUMO;12;MEDICAMENTOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FAMAP NUTRICAO PARENTERAL LTDA;00.583.890/0001-01;11340,0;5407,68;5342,78
2024;UNIMONTES;2311;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;2024;3555;2024-10-15;2311076 000538/2024;30;MATERIAL DE CONSUMO;10;MATERIAL MEDICO E HOSPITALAR;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;EMENALLI MEDICAL LTDA;13.694.036/0001-64;816,0;816,0;806,21
